ID,YEAR,TRANS,SITE,TREAT,PLOT,GROUP,YST,WATER,TREE,VEG,Agrocani,Andropoli,Betunana,Betupube,Calastri,Carecane,Carechor,Caredioi,Careechi,Carelasi,Carelimo,Carelivi,Caremage,Carepauc,Carerost,Cirspalu,Drosera,Dryocart,Empenigr,Erioangu,Eriovagi,Hammpalu,Ledupalu,Lycoannu,Melaprat,Menytrif,Piceabie,Pinusylv,Potepalu,Rubucham,Salix spp,Schepalu,Triccesp,Trieeuro,Utriinte,Vaccmyrt,Vaccoxyc2,Vacculig,Vaccviti,Violpalu,Spharecu,Sphabalti,Sphacapi,Sphacusp,Sphafusc,Sphamage,Sphamaju,Sphaobtu,Sphapapi,Sphapulc,Spharube,Spharuss,Sphasubf,Sphasubn,Sphasubs,Sphatene,Sphatere,Sphawarn,Sphasp,Aulapalu,Brachoedi,Bryumsp,Callstra,Cladonia spp,Dicranum spp,Hepatics 2,Limbinte,Limbrevo,Mylianom,Pleuschr,Pohlnuta,Polycomm,Polystri,Warnsdorfia sp,O_SEDGE,SEDGE,HERB,GRASS,D_SHRUB,E_SHRUB,Fs_MOSS,Br_MOSS,Ho_MOSS,La_MOSS,Hu_MOSS,D_SHRUB1,E_SHRUB1,TREE
olid_09,2003,C2,oli,wldd,olid_9,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.75,,,,,76.25,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,21.75,,0,0,0,0,0,0,26.25,0,0,85,0,0,0,0
olid_10,2003,C2,oli,wldd,olid_10,oli_l,2,-36.5,0,5.5,,3,5,,,,,,,1,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,32.25,,,,,2.75,,,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.5,0,0,5,8,0,0,0,58.25,0,5,8,0
olid_11,2003,D1,oli,wldd,olid_11,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11.5,,,,,2.5,,,75,,,,,,,,,,,,,,0.05,,,0.025,,,,,,,,,0,0,0,0,0,0,0,0.075,0,89,0,0,0,0
olid_12,2003,D1,oli,wldd,olid_12,oli_l,2,-36.5,0,26,,4,12,,,,,,,15,,,,,1,,,,,,6,,,,,,,,,,,,,,,,8,,,,35,,,,,17,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,0,0,12,12,0,0,0,58.25,0,12,12,0
olid_13,2003,D1,oli,wldd,olid_13,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.75,,,,,,0.25,,4,,,,,,,,,,,2.375,,,,,,,,,,,,,,,0,0,0,0,0,0,2.375,0,0.25,9.75,0,0,0,0
olid_14,2003,D1,oli,wldd,olid_14,oli_l,2,-36.5,0,11.5,,5,25,,,,,,,3,,,,0.5,,,,,,,2,,,,,,,,,,,,1,,,,7,,,,6.75,,,,,1,,,30,,,,,,,,,,,0.025,,,0.025,,,,,,,,,,,,3,3.5,0,0,25,12,0.025,0.025,0,37.75,0,25,12,0
olid_15,2003,D1,oli,wldd,olid_15,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11.25,,,,,1,,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,29.75,0,0,0,0
olid_16,2003,D2,oli,wldd,olid_16,oli_l,2,-36.5,0,16,,3,1,,,,,,,10,,,,,,,,,,,3,,,,,,,,,,,,,,,,10,,,,7.125,,,,,,,,0.75,,,,,,,,,,,,,,0.125,,,0.025,,,,,,,,,3,10,0,0,1,13,0,0.15,0,7.875,0,1,13,0
olid_17,2003,D2,oli,wldd,olid_17,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.375,,,,,,,,16.375,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0
olid_18,2003,D2,oli,wldd,olid_18,oli_l,2,-36.5,0,19,,2,20,,,,,,,12,,,,,,,,,,,5,,,,,,,,,,,,,,,,17,,,,16.75,,,,,6.25,0.625,,16,,,,,,,,,,,,,,0.025,,,,,,,,,,,,5,12,0,0,20,19,0,0.025,0.625,39,0,20,19,0
olid_19,2003,D2,oli,wldd,olid_19,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12.5,,,,,,,,59.25,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0,0,0,0,0,0,0,0.1,0,71.75,0,0,0,0
olid_20,2003,D2,oli,wldd,olid_20,oli_l,2,-36.5,0,27,,15,20,,,,,,,10,,,,,,,,,,,2,,,,,,,,,,,,,,,,15,,,,29.25,,,,,18.75,,,31.25,,,7.5,,,,,,,,0.125,,,,,,0.25,,,,,,,3.125,,2,10,0,0,20,30,3.25,0.25,0,86.75,0,20,30,0
olid_21,2003,E1,oli,wldd,olid_21,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13.25,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0
olid_22,2003,E1,oli,wldd,olid_22,oli_l,2,-36.5,1,25.2,,15,15,,,,,,,10,,,,,0.1,,,,,,0.1,,,,,,,1,,,,,,,,,7.5,,,,28,,,,,6.25,,,,,,,,,,,,,,1.25,,,0.375,,,,,,,,,,,,0.1,10.1,0,0,15,23.5,1.25,0.375,0,34.25,0,15,22.5,1
olid_23,2003,E1,oli,wldd,olid_23,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,61.75,,,,,4,,,,,,1.75,,,,,,,,2.125,,,,,,,,,,4,,,6,,0,0,0,0,0,0,12.125,0,0,67.5,0,0,0,0
olid_24,2003,E1,oli,wldd,olid_24,oli_l,2,-36.5,0,14,,10,5,,,,,,,3,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,35,,,,30.5,,,,,63.75,,,,,,,,,,,,,,0.875,,,0.075,,,,,,,,,,1,,1,3,0,0,5,45.5,1.875,0.075,0,94.25,0,5,45,0.5
olid_25,2003,E1,oli,wldd,olid_25,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,,,,,7.625,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,1.5,,0,0,0,0,0,0,3.75,0,0,10.625,0,0,0,0
olid_26,2003,E2,oli,wldd,olid_26,oli_l,2,-36.5,0,17.5,,15,30,,,,,,,1,,,,0.5,,,,,,,1,,,,,,,,,,,,,,,,10,,,,16.25,,,,,10.5,,,7,,,4.275,,,,,,,,5,,,,,,,,,,,,,,,1,1.5,0,0,30,25,5,0,0,38.025,0,30,25,0
olid_27,2003,E2,oli,wldd,olid_27,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.75,,,,,13,,,7,,,,,,,,,,,,,,,,,0.025,,,,,,,,,0,0,0,0,0,0,0,0.025,0,24.75,0,0,0,0
olid_28,2003,E2,oli,wldd,olid_28,oli_l,2,-36.5,0,25.1,,23,30,,,,,,,2,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,21,,,,17.25,,,,,3.75,,,18.25,,,,,,,,,,,0.125,,,,,,0.25,,,,,,,6.25,,0,2.1,0,0,30,44,6.375,0.25,0,39.25,0,30,44,0
olid_29,2003,E2,oli,wldd,olid_29,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,21.5,,,,,2,,,,,,,,,,,,,,2.75,,,0.25,,,,,,,,,,,,0,0,0,0,0,0,2.75,0.25,0,23.5,0,0,0,0
olid_30,2003,E2,oli,wldd,olid_30,oli_l,2,-36.5,0,15,,2,1,,,,,,,1,,,,,,,,,,,12,,,,,,,,,,,,,,,,3,,,,6,,,,,4.25,,,46.75,,,0.5,,,,,,,,0.5,,,0.025,,,,,,,,,,,,12,1,0,0,1,5,0.5,0.025,0,57.5,0,1,5,0
olid_31,2003,F1,oli,wldd,olid_31,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11.75,,,,,3.75,0.125,,12,,,,,,,,,,,,,,0.375,,,1.25,,,,,,,,,0,0,0,0,0,0,0,1.625,0.125,27.5,0,0,0,0
olid_32,2003,F1,oli,wldd,olid_32,oli_l,2,-36.5,0,19,,8,20,,,,,,,10,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,4,,,,10.25,,,,,,0.125,,63.25,,,0.25,,,,,,,,,,,0.75,,,0.525,,,,,,,,,0.5,10.5,0,0,20,12,0,1.275,0.125,73.75,0,20,12,0
olid_33,2003,F1,oli,wldd,olid_33,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2,,,,,,,,8,,,0.25,,,,,,,,,,,0.525,,,1.275,,,,,,,0.125,,0,0,0,0,0,0,0.125,1.8,0,10.25,0,0,0,0
olid_34,2003,F1,oli,wldd,olid_34,oli_l,2,-36.5,0,20.1,,10,15,,,,,,,10,,,,0.1,,,1,,,,,,,,,,,0.5,,,,,,,,,5,,,,3.025,,,,,,0.625,,86,,,,,,,,,,,,,,0.25,,,0.625,,,,,,,,,0,10.1,1,0,15,15.5,0,0.875,0.625,89.025,0,15,15,0.5
olid_35,2003,F1,oli,wldd,olid_35,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9.75,,,,,,,,40,,,2.75,,,,,,,,,,,0.25,,,,,,,,,,,,0,0,0,0,0,0,0,0.25,0,52.5,0,0,0,0
olid_36,2003,F2,oli,wldd,olid_36,oli_l,2,-36.5,0,22.5,,5,10,,,,,,,17,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,5,,,,27.5,,,,,,,,30,,,,,,,,,,,0.5,,,0.25,,,0.75,,,,,,,,,0.5,17,0,0,10,10.5,0.5,1,0,57.5,0,10,10,0.5
olid_37,2003,F2,oli,wldd,olid_37,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.5,,,,,1,,,33.5,,,,,,,,,,,0.125,,,,,,0.125,,,,,,,,,0,0,0,0,0,0,0.125,0.125,0,42,0,0,0,0
olid_38,2003,F2,oli,wldd,olid_38,oli_l,2,-36.5,0,30.5,,10,12,,,,,,,15,,,,0.5,,,,,,,5,,,,,,,,,,,,,,,,5,,,,4.75,,,,,2.75,,,27,,,,,,,,,,,1.375,,,,,,1.5,,,,,,,,,5,15.5,0,0,12,15,1.375,1.5,0,34.5,0,12,15,0
olid_39,2003,F2,oli,wldd,olid_39,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.3,,,,,3.75,,,5,,,0.25,,,,,,,,,,,0.125,,,,,,,,,,,,0,0,0,0,0,0,0,0.125,0,13.3,0,0,0,0
olid_40,2003,F2,oli,wldd,olid_40,oli_l,2,-36.5,0,41,,20,3,0.2,,,,,,20,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,1.75,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,0,0,3.2,30,0,0,0,7.5,0,3,30,0.2
ombc_01,2003,T1,omb,ctr,ombc_1,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,43.75,,,50.5,,,,,,,,,,,,,,,,,,,,,0.125,,,1.35,3.5,,,15.5,,0,0,0,0,0,0,19,1.475,0,43.75,50.5,0,0,0
ombc_02,2003,T1,omb,ctr,ombc_2,omb_hu,0,-12.31343284,0,28,,5,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,20,,,,,,,,,,,,48,,,34.5,,,,,,,,,,,,,,,,,,,1,,2.25,,,1.275,0.125,,,1.625,,2,0,20,0,0,6,2.75,3.525,0,48,34.5,0,6,0
ombc_03,2003,T1,omb,ctr,ombc_3,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,60.5,,,,,,,,,,,,,,,,,,,,,,0.125,,8,,,0.025,,,,22.25,,0,0,0,0,0,0,22.375,8.025,0,60.5,0,0,0,0
ombc_04,2003,T1,omb,ctr,ombc_4,omb_hu,0,-12.31343284,0,65,,1,,,,,,,,,,,,,,,,,30,,7,,,,,,,,,20,,,,,,,17,7,,,17,14.25,,,65,,,,,,,,,,,,,,,,,,,,,,,,1,,,,14,,7,0,20,0,7,48,14,1,0,31.25,65,7,48,0
ombc_05,2003,T1,omb,ctr,ombc_5,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,0.875,,,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,,0,0,0,0,0,0,27.5,0,0,0.875,92.5,0,0,0
ombc_06,2003,T2,omb,ctr,ombc_6,min_hl,0,-12.31343284,0,104,,25,,,,,,,,,,,,,,,,,35,,20,,,,,,,,,20,,,,,,,11,4,,,34,,,,43.75,,,,,,,,,,,,,,,11.5,,,,,,,,,,,0.025,,23,,20,0,20,0,4,71,34.525,0,0,34,43.75,4,71,0
ombc_07,2003,T2,omb,ctr,ombc_7,min_hl,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,76.25,,,,12.75,,,,,,,,,,,,,,,0.75,,,,,,,,,,0.25,,,11,,0,0,0,0,0,0,12,0,0,76.25,12.75,0,0,0
ombc_08,2003,T2,omb,ctr,ombc_8,omb_hu,0,-12.31343284,0,52,,12,,,,,,,,,,,,,,,,,20,,3,,,,,,,,,10,,,,,,,5,7,,,,15.6,,,83.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,3,0,10,0,7,37,18,0,0,15.6,83.25,7,37,0
ombc_09,2003,T2,omb,ctr,ombc_9,omb_ll,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,31,,,25,41.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,0,0,0,0,0,0,0.125,0,0,72.75,25,0,0,0
ombc_10,2003,T2,omb,ctr,ombc_10,omb_ll,0,-12.31343284,0,30,,5,,,,,,,,,,,,,,,0.1,,15,,,,,,,,,,,10,,,,,,,2,,,,,26.75,,,46.5,21.25,,,,,,,,,,,,,,,,,,,,0.1,,,1,,,,,,0,0,10.1,0,0,22,0,1.1,0,48,46.5,0,22,0
ombc_11,2003,T3,omb,ctr,ombc_11,omb_ho,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,80.75,,4,,,6.5,,,,,,,,,,,,,,,,,,,1.025,,,,,,,,,0,0,0,0,0,0,0,1.025,10.5,80.75,0,0,0,0
ombc_12,2003,T3,omb,ctr,ombc_12,omb_ho,0,-12.31343284,0,42,,10,,,,,,,,,,,,,,,,,15,,10,,,,,,,,,4,,,,,,,3,3,,,,17.5,,54,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,4,0,3,28,0,0,56.75,17.5,0,3,28,0
ombc_13,2003,T3,omb,ctr,ombc_13,omb_ho,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,18,,4,,22.5,,,,,,,,,,,,,,,,,,,,16.875,,,,,,,,,0,0,0,0,0,0,0,16.875,4,40.5,0,0,0,0
ombc_14,2003,T3,omb,ctr,ombc_14,omb_ho,0,-12.31343284,0,9,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,,,,40,,47.25,,5.675,,,,,0.675,,,,,,,,,,,,,,,,,,,,,,,,2,0,7,0,0,0,0,0,47.25,45.675,0.675,0,0,0
ombc_15,2003,T3,omb,ctr,ombc_15,omb_ho,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,4,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,87.5,4,0,0,0,0
ombc_16,2003,T4,omb,ctr,ombc_16,omb_ho,0,-12.31343284,0,15,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,8.5,,63.75,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,0,0,5,0,0,11,0,7.5,63.75,8.5,0,0,11,0
ombc_17,2003,T4,omb,ctr,ombc_17,omb_hl,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,65.25,,,8,3.5,,,,,15.75,,,,,,,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,0,1,0,68.75,23.75,0,0,0
ombc_18,2003,T4,omb,ctr,ombc_18,omb_hu,0,-12.31343284,0,7,,4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,46.75,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1.25,,3,0,0,0,0,7,1.25,3,0,46.75,43.5,0,7,0
ombc_19,2003,T4,omb,ctr,ombc_19,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,36.75,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,36.75,55,0,0,0
ombc_20,2003,T4,omb,ctr,ombc_20,omb_hu,0,-12.31343284,0,30,,5,,,,,,,,,,,,,,,1,,7,,13,,,,,,,,,,,,,,,,4,5,,,,,,,99.5,,,,,,,,,,,,,,,,,,,,,0.0025,,,0.05,,,,,,13,0,1,0,5,16,0,0.0525,0,0,99.5,5,16,0
ombc_21,2003,U1,omb,ctr,ombc_21,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,1.375,,,97.5,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,0,0,0,0,0,0,0,0.075,0,1.375,97.5,0,0,0
ombc_22,2003,U1,omb,ctr,ombc_22,omb_hu,0,-12.31343284,0,25,,3,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,12,,,,,,,3,3,,,,,,,99.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,12,0,3,11,0,0,0,0,99.25,3,11,0
ombc_23,2003,U1,omb,ctr,ombc_23,omb_hl,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,21.5,,,31.75,,,,,,43.25,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,21.5,75,0,0,0
ombc_24,2003,U1,omb,ctr,ombc_24,omb_hl,0,-12.31343284,0,37,,10,,,,,,,,,,,,,,,,,8,,4,,,,,,,,,15,,,,,,,4.5,,,,,24.25,,,70.25,2.75,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,0,15,0,0,22.5,0,0,0,27,71.25,0,22.5,0
ombc_25,2003,U1,omb,ctr,ombc_25,omb_ho,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,27.5,,1.25,,2.25,,,,,3.75,,,,,,,,,,,,,,,23,,,,,,,,,0,0,0,0,0,0,0,23,1.25,29.75,3.75,0,0,0
ombc_26,2003,U2,omb,ctr,ombc_26,omb_ho,0,-12.31343284,0,26,,11,,,,,,,,,,,,,,,,,,,4,,,,,,,,,10,,1,,,,,1,,,,,36.25,,25,,0.5,,,,,,,,,,,,,,,,,,,,5.775,,,,,,,,,4,0,11,0,0,12,0,5.775,25,36.75,0,0,12,0
ombc_27,2003,U2,omb,ctr,ombc_27,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,30.75,,,50.25,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,0,0,0,0,0,0,0,6.25,0,30.75,50.25,0,0,0
ombc_28,2003,U2,omb,ctr,ombc_28,omb_hl,0,-12.31343284,0,11,,5,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,2,,,,,23.75,,,72.75,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,6,0,0,0,0,7,0,1.5,0,23.75,73.25,0,7,0
ombc_29,2003,U2,omb,ctr,ombc_29,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,2.75,,,94.75,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,0,0,0,0,0,0,0,1.5,0,2.75,94.75,0,0,0
ombc_30,2003,U2,omb,ctr,ombc_30,omb_ll,0,-12.31343284,0,43,,15,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,25,,,,,,,1,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,43.75,,,,,,,,,2,0,25,0,0,17,0,43.75,0,20,0,0,17,0
ombc_31,2003,U3,omb,ctr,ombc_31,omb_ll,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,62,,,10.125,13.5,0.75,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.75,75.5,22.625,0,0,0
ombc_32,2003,U3,omb,ctr,ombc_32,omb_ho,0,-12.31343284,0,13,,5,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,0.5,,,,,72.25,,4.5,,,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,5.5,0,0,23.25,72.25,0,0,5.5,0
ombc_33,2003,U3,omb,ctr,ombc_33,omb_ll,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,66,,0.75,,23.25,,,,,5.75,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.75,89.25,5.75,0,0,0
ombc_34,2003,U3,omb,ctr,ombc_34,omb_hu,0,-12.31343284,0,15,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,0.55,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,0,0.55,99,0,0,0
ombc_35,2003,U3,omb,ctr,ombc_35,omb_hl,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,20.75,,,54.75,,,,,,23.5,,,,,,,,,,,,,,,,,,0.025,,,,,,0,0,0,0,0,0,0,0.025,0,20.75,78.25,0,0,0
ombc_36,2003,U4,omb,ctr,ombc_36,omb_hu,0,-12.31343284,0,39,,17,,,,,,,,,,,,,,,,,,,1,,,,,,,,,15,,,,,,,1,6,,,,9.75,,,70.75,,,,,,,,,,,,,,,,,,,,,,,,3.25,0.5,,,,,1,0,15,0,6,18,0.5,3.25,0,9.75,70.75,6,18,0
ombc_37,2003,U4,omb,ctr,ombc_37,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,39.25,,,59,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,0,0,0,0,0,0,0,0.025,0,39.25,59,0,0,0
ombc_38,2003,U4,omb,ctr,ombc_38,omb_hu,0,-12.31343284,0,55,,4,,,,,,,,,,,,,,,,,22,,4,,,,,,,,,15,,,,,,,9,10,,,,12.25,,,83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,15,0,10,35,0,0,0,12.25,83.75,10,35,0
ombc_39,2003,U4,omb,ctr,ombc_39,omb_hu,0,-12.31343284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,28,,,71,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,28,71.025,0,0,0
ombc_40,2003,U4,omb,ctr,ombc_40,omb_hu,0,-12.31343284,0,82,,14,,,,,,,,,,,,,,,,,30,,2,,,,,,,,,25,,,,,,,15,11,,,,11.5,,,86.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,25,0,11,59,0,0,0,11.5,86.25,11,59,0
ombf_01,2003,Z1,omb,fst,ombf_1,,42,-15,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,0.25,,,,,,,,,,,,1.75,9.5,,,,,36.75,,,,,0,0,0,0,0,0,48,0,0,0.25,0,0,0,0
